puu_id,region,server,range,league_points,wins,losses,winrate_%,matches_month
JlFOM5PkpUKPF-j_ax4HAB8xpqSJttauK2Cuqhty3Tbcsm11qlYjp7g61nvErd4WUyqlmvnZ_8kK9Q,europe,EUW1,MASTER,503,522,501,51.03,1023
DveRTto-x4tajttAKjCG6RGvvg4p9EHQUICi-T4db1CZ0gVudUJtOF9FUylaHmYHTFd4hH06h5_vQw,europe,EUW1,MASTER,502,526,537,49.48,1063
sSezYIERwMhnCVK5wQFnCERfMuDyzrj94bFRSNWYk5MtX1XhMfOu5iQgdQYH_xrwgfT642GGkkcX-Q,europe,EUW1,MASTER,501,534,525,50.42,1059
3Ei_uJnjhrdR_0h-QMJSo-FJtFYmlB0kJf9pE4q3OMii-RvPdo42bVY-Js-P64bqTPv07WMOWpDMuQ,europe,EUW1,MASTER,499,532,531,50.05,1063
qc39yfvR8Cmng4Oov5nM-i01lEIOY5r0mYkvHc1D_hJLbPxuxLa2k5hvzsfvx73NnmcgSaN3KigKuA,europe,EUW1,MASTER,497,589,563,51.13,1152
guqAUWg1u0YjKBaoaGm8jVq4rlfmq8QPM4mjxHj8StDzJDQr_a0DzuA4A7gdPHJm0UODySQyFex_ng,europe,EUW1,MASTER,497,577,543,51.52,1120
3Nu4oMWk1QInnTkygnmCzNlW7M-t7WkCLmyCk5d_phqhg87uUJb0dMwnSwAnIi-jIxhB7MdjxU-JrQ,europe,EUW1,MASTER,488,541,531,50.47,1072
p2isRe8IwBnKCtGtIfxzKM3dk_5VEYkubUhOrcN7163qLVlCuCw0Vy_USxdsgwIvIAF2x_nSPF0N6g,europe,EUW1,MASTER,487,639,656,49.34,1295
1lxVEHEGQWJ3Hnv3bhEv4jlinyx5-ACYPgm8k0AWz_FRvizokSgWpz9NfkaA8AIzJmun-eiYDehFzw,europe,EUW1,MASTER,481,570,578,49.65,1148
Mgo19TYW1yJ-AHRILgynXkJ4eBvS0f5b_fY6JRkLX0eyuii3L920_M9_EpqS0lgJmcJ2zCM4kaKeYw,europe,EUW1,MASTER,477,504,442,53.28,946
nYdMkpOPiTsoMY1qWNtGp5jPnFFB9H1ZGjpXHhywkcXl2LfbNyMC-7UCqoseUUU_FYaI0YxWUdO5qw,europe,EUW1,MASTER,475,554,470,54.1,1024
3eRIQhAlxhXKFWgmIPgEYV7kL0__ELg_aKiHvl56ZxVX-41f4NUwIsqO3KiU0VO3Q0T4uMLTvv9prQ,europe,EUW1,MASTER,472,502,493,50.45,995
rWUG-6V4UucTCvWOMKrtjakjj2UHThufb6eFwiGxp7nmDUG0egFH8CgDM_sGS9Ug_8olSCWCtoYHvQ,europe,EUW1,MASTER,466,532,529,50.14,1061
o_nhfXmWQR7y0BCGCjqOMz1TJjJI7smzcG18PPsLbCo9thlvMkbrsLDgiSsn5X5H4ICCFou1xaKh9Q,europe,EUW1,MASTER,460,844,869,49.27,1713
_CoWGkWEM6SuJn6PUzJaa8HFQu5V8FVyClrRncRorw8POl797Ug3WkHRjIq5p3SW0CiaHsio4zoWMg,europe,EUW1,MASTER,449,1057,988,51.69,2045
OLmtfA5aVniwj-KibH7AT_ciBzkpzWyiHcPuIDEptQERebMHvRAP4c-nCTXwVlW_Cpm7WaINxVKqNQ,europe,EUW1,MASTER,445,521,495,51.28,1016
98ceZJ-PQnUzhG4vqQu1BVLzLe2E_Fg9VE3y6z08vscMcVByPhdrZWDRwQ8rz6xGg8iz_WNO8_RCFw,europe,EUW1,MASTER,444,747,764,49.44,1511
4jijKOaM9QD8IAWY9VKwWG3aq8fUEdpklBeBd-1cuJ8QndA8oMe0oJNB6DHziQmIWgtjbgAy_jX4hQ,europe,EUW1,MASTER,438,567,560,50.31,1127
Ignl8gWC-NTOGaQzOOEQ-cnV8ogRNROq4-5FvGw96z7uuVUzQkIuo68GHDb0T5RaKgbBuoveh_9sQA,europe,EUW1,MASTER,438,515,488,51.35,1003
04Q-Qck_HpwpAJXnUzBK-KiUP1pW350KrVHIBUe9-l9tG3lp4f3KiklqaCuYoUy_aji8ky5N9SAWag,europe,EUW1,MASTER,436,693,722,48.98,1415
MeWCvrqEr4D8RQN-FxgI-TCFESCvC3IiGq7JOKta4rIwWse-mRQJbklxKSVGTeI2-nVCQRGmDgfyfA,europe,EUW1,MASTER,430,582,546,51.6,1128
O9zn_XCC-4Pemu_RglZtJtdlRsx7EquyfO4ParPGZ6iMDqa-v2-_XCHxPOLPUajUxhqdRohl3NldMQ,europe,EUW1,MASTER,430,502,480,51.12,982
tDmr3Bm7chYSh6m0LTMlparUW8JtqU_rrUAeupfwFqgTrfjYCyvh8d2Mb7M4HDxaW2HmzuHzLiJVKw,europe,EUW1,MASTER,429,535,526,50.42,1061
MHgZpTPcZFRpJ3eOrpOlSvqTJ_mF45OOLvZyyld-l3M7d5m9QWfgPCC3OI07BU-Y01HkIQdCMOoqyQ,europe,EUW1,MASTER,428,510,477,51.67,987
L--JI1tVcgflOmKP4om6vDLoKF1UREVF5-i7C_6yF7ahlqqtTfL-6x--Uh4scYrd0vdUqAYH4UUEOw,europe,EUW1,MASTER,427,566,581,49.35,1147
ZedxHKkC6Ke82-rMCx57z5YbcyT6cxgq11vZnr9RlpuIna9IhGKAjeeMiBDmK6eBOesssAvRgbIE5Q,europe,EUW1,MASTER,427,522,507,50.73,1029
XOeff3p8l3RFh1mV2vJ2ZKRgF8zQzlFEiTUsRlAkM1Tt2hV-FxXiIljxINSphRo9mmBCwgmRIClJqg,europe,EUW1,MASTER,423,603,580,50.97,1183
moaFV5CU1dB2Wudbh17UuEl3XKVAH_md1BSwv2YOk7OqnS9XEGvGokX_9VwWNXHPaWeqS4uEVdKDcw,europe,EUW1,MASTER,420,1049,1048,50.02,2097
6Gbt444r-sLFVpmNmbsW-MmbgZUygzeldYJYkMwy5bDdUUKhu9BMwUVi3JsAFKWNSBUItw1eKXBFJg,europe,EUW1,MASTER,417,663,669,49.77,1332
4VR-a7bga9hH4iko_ujxnQrgAXCgO7BEo9WZ6uFwnaKmcru05ayW9LmkEms13Mn4O9LhTqDdFWlPng,europe,EUW1,MASTER,417,507,530,48.89,1037
mFFRG6cXTqzR0FJwEiGCPxwQDuviofhlFlD9_qLzuKiirrulCe9m2iMFmodegYEib8EkQqeOBYN6dA,europe,EUW1,MASTER,415,581,578,50.13,1159
CKbnei89jFBQqTnRjkBlwG3dZNv0RY-UhqrP9428Q6iAg8xv5C7YByB4nko7QUKiHuD-R-ETcfRY7Q,europe,EUW1,MASTER,414,518,486,51.59,1004
PY8oXT_s8vr4YTSpjMdlDJsd2caOg8g-aCx5Ob4Aw__1e-RdbP27Yb_98w3OKcURUd49M2Ig0rYfzg,europe,EUW1,MASTER,410,515,526,49.47,1041
M_wQHvxJ1nNxJsHbJe-fOUNAyfu3O3nJrLuSijVoYDuBV9fdm0AoRgiEmALklHWK1Xea6vkW31BWnA,europe,EUW1,MASTER,409,541,560,49.14,1101
tzk6RRi9w7tGd1DiywOXLZQOTnM5YLA14EltamTyPvvTflzKZvnf5SyAL_IdgkQaOvIcpppZ_5ZbuA,europe,EUW1,MASTER,408,673,672,50.04,1345
wLRw51O-c9QrmYH8-whNKx4b9P5hoiiob23O1pksuln-xoecW8M0HsfNzCgzJcB6hIOKnlE26v6ASg,europe,EUW1,MASTER,406,761,756,50.16,1517
Yl79cDDQBf9lpA1HHlaYlN2UNXDnJnFTUPj8MqGGbFbC5_NGLERzSG9x_Xdz04eFAfW-I9pZPAuY7Q,europe,EUW1,MASTER,405,738,734,50.14,1472
S04Eh8OuLtwVJB5hLebQ7VhQ731FYwtvOFra2DF-bhvXf8bzRXViXs-Xg_VXXKu8FIdVoXb3Bgrusw,europe,EUW1,MASTER,401,680,701,49.24,1381
E2VL9ykXcER88KFnlFrE6bPhz_fL0bAlxMvneb7dKma_QsRBwXjd4ETGir-z1MGGGW2ar5fqWiZ4dg,europe,EUW1,MASTER,398,628,623,50.2,1251
lz2kLRsK9wuz-Tj7d920M2TI_qe8Rl4wpiwlckog4TFS7_H_R58LIobLEJOuEjYXsZa-JCwAoZxeqg,europe,EUW1,MASTER,388,648,670,49.17,1318
UhxoEr64pyWDctgiKoma6LqcQdCvZNlynd5BoMpaF4eQlOd9bMAt3B8DaNA8xvNfcYW1uYj8AAr6Pw,europe,EUW1,MASTER,386,523,509,50.68,1032
S9a5_hXrQRrSgxIftyucwuiTBLTCTr0fLwReefyzcy8x5w7DFcSBnlP4eeXqMHUV5GlaSbK6MRmCGA,europe,EUW1,MASTER,382,520,498,51.08,1018
rzlu8koeyA9IeViBMuTCsK1VQQ08SEnlpA0uMchnG6Zr_w0Nky7HIjWR13vybL3KQxAjFCyj2ln6dQ,europe,EUW1,MASTER,378,733,720,50.45,1453
2_r5YHnj3JowpKPqa1GQ0TaEMcVyTWitHNZ9w1ZHPcE4Bc_K6gvxdRQpvSY7626PXpQOnbr8eEpS4w,europe,EUW1,MASTER,377,540,539,50.05,1079
F_TTSMJGaewyUlphQ7Nwn62FaFu8YijmznvV8VOhHcfiMjrmPkkhAMTp8uADRp2kw3FPBbBFJOs7PQ,europe,EUW1,MASTER,376,576,559,50.75,1135
JQKheiy-4SoWpvM3PKYL4E9IYO1748lblXiEyDy3WI9ikaQn04QgHxQEA5kiK2Md7dpQLPVbTBuz_w,europe,EUW1,MASTER,376,562,552,50.45,1114
jKDTVeMdlufd_ep55zqfsXgGoiDE6g8IpoxeovHNZIFWThgNesguaLRqmzlsTYTFpxUlEDjgnrI2jA,europe,EUW1,MASTER,376,534,521,50.62,1055
TcAdAvQ-N1fI-mrdnhuTb5VUc7TsEjZ5HR1z3MJurHymaTo2Xh5dz0cm1KRW4jncK0gdxJzXEcfBgw,europe,EUW1,MASTER,375,661,645,50.61,1306
alT_kKbaRPYSLnDv1-piCZwc1IM2vCDwczvA9FqrRxow1VaaLGNLqIh4fDe5O-PuzXtFn6jSkMSVbQ,europe,EUW1,MASTER,374,654,642,50.46,1296
gRVnTdF4KiKDUeaXHG8nlVO0zbsJcFa1Oh-I-pEK5Ty25lV0bDGK-eZu8sGiiRZKEZFx7KANTAuvLw,europe,EUW1,MASTER,374,580,539,51.83,1119
FNPsH6QGLtT5TpS4cEcPm6ul0nUro4lujcOJvuh7vkGiFgmxFXqlN9C0erk9Kwc42vdsxRPTahBxQg,europe,EUW1,MASTER,370,714,687,50.96,1401
Fl64V2g_XohNoBPq11B0WGctGbe8bdFvljjHmeP6gEyBO4qWpgtjk8i62lhVqn36CJjW3BvRqg1xqw,europe,EUW1,MASTER,359,697,693,50.14,1390
Qa-brRIL-aMROl7bMPQwRAyqCWnk_T8kp8Ydb1lhhFzuSvVTsgVomIg089n_F9PMUigruN0A-2RByw,europe,EUW1,MASTER,358,674,682,49.71,1356
GZN2c-9mbuhbKP5QAG5bGORMVQj7scwJ5ey1VOIpJwmzTE56InpO3nFCc5EcR8mKvq7NiyU5bFYBzQ,europe,EUW1,MASTER,358,549,543,50.27,1092
qSP4n3BiIy2df7QOun9F5t5rCw86qToA5eWEt4edzj0XqzIQ9lNOpxonGV7eFxmHa9bNckuLhTFl9A,europe,EUW1,MASTER,358,524,516,50.38,1040
hjvzgTo9g9p880T3yxgljO6xYNKt-2ir9-1uuJzAYQy4LYOCOkouO7gyxOJMxuszudj4X7MDX8tsJA,europe,EUW1,MASTER,357,828,805,50.7,1633
zD9lq3CY7ptFlRt_sJHh4wR57ffAMImVqyHhrvvsqhkDHt6ZUton4ZontNBAmVsAG3zZHjqeQ2uuCg,europe,EUW1,MASTER,357,552,537,50.69,1089
LU7ZvCfQqanu1h06RQbKJ5wtIU7ZtaUxXQ0TprWqRrF2GMbbLtzHIfxHUWUK1IxJpJ4188TGS9CM2w,europe,EUW1,MASTER,356,539,510,51.38,1049
8wcwGzw1ZjaZa5Bo7FXIQ1rK--Z8aKeEHe18CpTq8ZcW3rj0_DLY5Ta8yLKdaBWzsBqSKK7sFTVAbg,europe,EUW1,MASTER,353,590,592,49.92,1182
01PevaxFurtFt3uABrhA2Z5pNcSl9B_b8G-ABF6Ml7gGQek1Dg_M7yGnvgrvnNuevSkZ59A6Myi0RQ,europe,EUW1,MASTER,352,704,731,49.06,1435
4N_5UZjA39xo8TvYIC-PGCo-HFgJSEfm5EeEBIwqPJ8NWEWHa2UTOGHTwEqGepHJDhYgE4VSXnMlMA,europe,EUW1,MASTER,351,772,788,49.49,1560
gFxyXakn0PpYVgdkh1eIHf1e4cDfV2fln8wKYGj7GBqdel1EHe4p8_2MZitGtY1jDUGm5zII6zmD4w,europe,EUW1,MASTER,351,734,714,50.69,1448
5L8J-0rMfvF1fmbeEO6mKvEaxGHqr2wiwcdhOZM4MYCLzZOa_oJsqUViCc6OXE_WpHBkzpo9768yKA,europe,EUW1,MASTER,349,681,692,49.6,1373
8JmY5ggshJYuvuBwCI99F-MUsEQXAGBp-sSVbfaL-7UQRRw69Nx7GqIpnZ72tUwVFRXgM8nj3M4pMw,europe,EUW1,MASTER,348,575,560,50.66,1135
JcAT67gFV-RS5w7Zap6KMBupncKdZ0xKGoBRPJ0IxswxFDxf9tbdjqNJ1MpiPOzF6_D8xa4zQ6Zkiw,europe,EUW1,MASTER,346,538,509,51.38,1047
7zjGVH-VHoSYxd0XTWyM9xpyOUtXJB0VU5rBmTcbaC9ovNKHfKDRb_4NjCmbwe59Qhl2dOZELBwnew,europe,EUW1,MASTER,346,536,515,51.0,1051
XDC6YQgXD6IZlHJgngX37YodZc_3sSe06258R-K0c8O3TrYNmPUs5IfiLRQS2cuQMKax-ZJemF43_A,europe,EUW1,MASTER,345,614,628,49.44,1242
_gxU8MRRkdku5AZTk_SzHcRnBTEOvv8EGL9kDJOh9pDE4bxlVbrcSckFA-8PfX5sFBiS9RavGs-3oQ,europe,EUW1,MASTER,343,549,517,51.5,1066
PRy8UTu1Wr4apV57veeufty8BjNu6a9XVwKQxId_78mcnJQTFoQVOJstf7mh7ThCF-uBU7ero2aRQg,europe,EUW1,MASTER,341,543,550,49.68,1093
PDLblR8WFD7yfPG9buGTh7moSKgKYpnCTNhjMKrX-mZ84g09xhix7MEzwxHmiKa3WMuraFW9hQulBA,europe,EUW1,MASTER,338,508,495,50.65,1003
uxJBIWib_Pl7jNCdC8WirrvXwyndVZxy0mBgqJGATTaazd1vUS5FxOP9NwLm-3hYPTL0_WDM5H-Ebw,europe,EUW1,MASTER,334,511,488,51.15,999
kRDaiwP6AzH2aCYD-drw3BgQ6JDZd-OxxnqLR5Mm-VSTF4TfIfDcfvVhTORjRutpdsRPUadn51aa0w,europe,EUW1,MASTER,329,596,608,49.5,1204
5oXNBaTMtCYbRRvPYN1apfFNj-G1UkK5Yg-LimN3ngE2_d0e2cz8zKjobt81_Knh0gM5l0xBflWhtg,europe,EUW1,MASTER,328,578,588,49.57,1166
s2wPQHOX8sM0xD7Z7B0u6jYUvx2wAXuKlEEuUKv0sgOHxwITc97s4kVeBpAXWAEn_o3G2ErfTZaMMA,europe,EUW1,MASTER,326,543,537,50.28,1080
XzYeq0iYAtRfmADS-LzUyo1KwS2y6LRy8qPgtLbHN1rR1q83fQRzbxyriicOz7dXO0N10hzHMvxHog,europe,EUW1,MASTER,320,717,738,49.28,1455
RgsBNTIA98oTRbGv8xmtmQoGCXLjTXwTG6xd1bOmnxN2ItZJ1U1DkN4BCP8DLiDxLX7m3k881Zix8w,europe,EUW1,MASTER,317,645,644,50.04,1289
sQ9JPhWYa6MRZH0p9-Ba_0mc9ipTqmJFyw3j74ZhaL8poWuo0NmjSSNMlmZdcSRcEm0IODEqKGEXnw,europe,EUW1,MASTER,317,566,547,50.85,1113
oBCSU-hHbzV-gcxxVvseMYytbgyoTfoXHpujRgw0TWdhg354SQVYckxVkwUqvMNTqmpmKdKMzuzJtg,europe,EUW1,MASTER,314,618,610,50.33,1228
r3LJNd5Ul6QtWJ_5ZAN_aLF7ESn50_CxKQFd10qQHwQ2FbpIsO_b1o5JmFwFzTwYlwXWSRFGFYSr9A,europe,EUW1,MASTER,311,678,677,50.04,1355
uGYE4gD316SFvlo7HiWwO0h-4rmrrXriRoj23-zSOGqeg9AWQOnXSlP3hGCTEGom2sz7-qzQQj_Lug,europe,EUW1,MASTER,311,584,541,51.91,1125
k54hPVqt3NtITOJYMwFj1XngNrgwXlU3P3MeTZ0DRDnYpkaMBKtRKIGt2g_zLuw6c6o7avSesiKrkg,europe,EUW1,MASTER,310,517,518,49.95,1035
yiMkktZdAa36Pg3SzJ7i9ZMML_0MzMPrrhwOUOLTrdp6m5MhvSi3OH40a_4bM2ezPpCC6imTDN0Now,europe,EUW1,MASTER,308,614,603,50.45,1217
CAkfVxbgFzSvL3GQx98hgq9RTIXrHso-5vLBuf3iq-nBSy5CyGzXH6Wlgdu5JKaIyrs4t7TDZVBIwA,europe,EUW1,MASTER,308,549,569,49.11,1118
HOZyXSHdl0aNwwhurhCXPd6Lev-Or1W-iEmb27RN5tNUxJ30mYXKDJroeIG6ebhxY3aXJFa0PRm62g,europe,EUW1,MASTER,306,860,832,50.83,1692
CnDAkIlcQuD9eXcJciCNOJIqw_Fl9Z_NIyI23t_r-vMRj0O4rRof10j_3VQ5tkwX6XoVRXsEK2XSNQ,europe,EUW1,MASTER,306,638,664,49.0,1302
oArLVMF8W3nBOTxbN_bi7_tigI2Cn5OFc-_MFl8v4pq37dHc0XMTok0E8UQMI_9vAcf1EZLg5rrXAw,europe,EUW1,MASTER,305,560,555,50.22,1115
Tnk9V_iMXrbbIUYyDCos6Ihc7uvZetuXuvjhhD_CTVRyOdJbqC7hzAx18TpFG6IVcZBYEXFTFGAtGQ,europe,EUW1,MASTER,303,580,547,51.46,1127
84_GuFfZVjZgvXIuSwgHXcE0PJlr8soqr3w-hUZryc4ROke42DAOczQkpuYNA0vUPx50zIelK2bD6A,europe,EUW1,MASTER,300,925,923,50.05,1848
mTQykF46fY7KKpm9NccjoF5ZGdaasbyv73wYOMk8TvVt53W9BG45pvC-jqcLpsO1cOHthcKEp8F_Vg,europe,EUW1,MASTER,300,513,528,49.28,1041
wOrVT0rGH1_rHgHOnoyeObwQZ6vq__FZnpw7zw0s-dooYWvSibt14Vahv8i8FpVaCF9ozISohPXWNg,europe,EUW1,MASTER,296,748,744,50.13,1492
4e6LMmY8k_gdiJVKygK_Zj2PHe5-e_M7UOU6AqDtvHl-5HXj96L3uBL1HN6uN3SzjPMTCl0Cb4Poqg,europe,EUW1,MASTER,296,660,640,50.77,1300
TjtuLOEyYk3jyIb4w0GNGfm0XaGi_fbKSvfrQCdQK-gwu6bD0YNQVG9kJYjtYIBVoAllALe4jU8Rlw,europe,EUW1,MASTER,295,745,733,50.41,1478
Q1naeMQYTcjeyZuDg3kuXPwNK43nXW9992ikBBSRmSO0Dc53EKHvsY8CvHb0x_V_l5gG3iL3Z7Qutg,europe,EUW1,MASTER,294,523,495,51.38,1018
VTF22LrFa6KI-q4AXX5FZHxDyC-tA58-U50szN_HbgsjeZJ2WEhWa-yitQTM6K83q4WypjSEG3k5Dw,europe,EUW1,MASTER,290,600,558,51.81,1158
6KzN_YkSy_4HoXF0yKpvDJU1gTHRiWOh0YGdANTvh-yw3YGi_YqbLrXuZPv7XB19ONOMMWuvFB9ZBQ,europe,EUW1,MASTER,286,519,544,48.82,1063
7AFYGfZtuKDJmbFvdRyZBagI0noQ2LV6Ld0ELnGPz1KLZrMbAM-Ijvt-jrw2C-w3IBsjfq8W3Q4Lfw,europe,EUW1,MASTER,280,590,575,50.64,1165
HNNy8yjPHDLmroY2r5wcgmdFW9NbQLqhirN3YWOQVxR-GW5OvdErfY-tzan0Wj6_uSIDYx7pfEH21A,europe,EUW1,MASTER,279,553,576,48.98,1129
J7jDwVuAfWT88mwagGtYlCFGkA4a53AUU4vEsDRT6CMJ-F4oZRH2FMoQhrTJWejtuCVcQF74RlrSPQ,europe,EUW1,MASTER,275,561,564,49.87,1125
nCt6AaoOW0Xj97RdOaWsSFG86pq-YVSPnUr__8YIfov7Z5A06sJOlm0KhQDlTIIOZXs31m9SwhOBBA,europe,EUW1,MASTER,270,556,546,50.45,1102
JfKdwGpgNKcI5W7v_8vkLS4XYBQUJfkzTHjiyDUiwiAALJcly-QF4Ucy95F0EdUtUKX02HjSrLpXrQ,europe,EUW1,MASTER,268,898,960,48.33,1858
1hgjXx7t8wAghQFdWmIVt0zbuZb0rspVtNMHg48PF8G5e5wM5JVFIUzU11IHVQirP7l708N8IozcUw,europe,EUW1,MASTER,268,596,611,49.38,1207
_87yu5Hqm6vpZFhQmRvJnWy9q9lQPAT-0R3mJ2y-sL_dR-Ss9OXxbENECSAEw4lL3GZ7pzdR0M0F8g,europe,EUW1,MASTER,268,583,561,50.96,1144
Q6UwO80XgkE5lPQOP7-TvlqQqqq0o0KQUSjceIOdv0wDtxKiJgf2Iumg1SpiRtu03-DCAAAHg_1XxQ,europe,EUW1,MASTER,268,542,519,51.08,1061
Azqyr53pR0Pxzz2tR81g1XsCHsASa3KINd-_wovKn8El2PbILpbOvFXaShJnVCOkZr6BGA_IrRCWxg,europe,EUW1,MASTER,263,615,603,50.49,1218
OuUiP4vnQmp_aAEIJUdNMh3TRoLVusHtaiQgwTIKN3KJU1a2q0dflWXXLMwm5NBQSHmHMsCZM4dyKg,europe,EUW1,MASTER,261,580,562,50.79,1142
vBgpJ3VgSAQrIF3LmTMfjRWqKgQ0pguKrMMckwJ8SpIjEBoLb-anV4JQ7-xk0jvpxnE8NwjV7A_BVg,europe,EUW1,MASTER,259,503,460,52.23,963
z-W2DVnAm9NubuLNHmNDC1_mHxiE-i0KJTvIPgxvrC65jD-VvUOyLDnTGt7DStpNPazE1PmpyciyDA,europe,EUW1,MASTER,245,598,584,50.59,1182
ak_VcBED_Z8szrD0EEXeDdEzM0oihrgy7w8L1FzgsvZeYNMJMP6GAPbn3nvt70EFIbixbW1OoEL_dQ,europe,EUW1,MASTER,243,596,618,49.09,1214
-aBbKKIsKkXjLiirCVr0C7sYeqo_YDikNzH215NC7qqFFuZ1-McM087VnJh6l3MEvJGqQ9hk8F8G0g,americas,NA1,CHALLENGER,1712,583,507,53.49,1090
67G1QHqqUVvEWCRBfBrnOsCEGmYXVqeKprrRAypQnhDHsJpSAzH6xkOeYklG6Zxaejn27PbXdpSsKw,americas,NA1,CHALLENGER,1405,525,421,55.5,946
e1jZNgRAee0j4WrJXkwIJ1dZo0U9Xzxy5h1ATTequN2ur3a51eSR4MEad70-Zs_d3Ev02e2W3TZMJA,americas,NA1,CHALLENGER,1366,615,559,52.39,1174
mPHmkjLIYkZqGuo3cWnw0t3fmLXTknVLdPZePxaRxzxT4qu0ZTfueZ52xJdZqOVLLK6uZpkwAWebFw,americas,NA1,CHALLENGER,1354,617,517,54.41,1134
AGyLh7mz1kyHRDzwnyVwwGms_1xpdpc3t0T-X6vIz-0AhklzBq9ZgdYcBxApFotsQ3LSxsDE-CUU1g,americas,NA1,CHALLENGER,1352,506,498,50.4,1004
5CrnDpv01TARh8UZxNmRJLfxJgzNqgVSg1wk8e6Lz8TJdG4ojrHa0Ti75p3UNh7n8-ECSPkOgnjYTA,americas,NA1,CHALLENGER,1345,555,546,50.41,1101
YFjOPjYOkOiVs30VkVQsTYSzecqIzv-LkikRyd-NFbu4jq30j4P7ghxSlbXIzeDhZ7nEDHM5W6Ha7w,americas,NA1,CHALLENGER,1341,516,474,52.12,990
KfTF9Wlpotwocjg3_yu8tgrPrd9ZH5MNXuLfOa5CbAUsDTe6z6mv09vXyUF5HxR2K8hGIhibX_GrMw,americas,NA1,CHALLENGER,1319,657,581,53.07,1238
ABSJNxHdBKKPDSXIZFR8bi07Ptc9dIIUn_1i22tCZBfyrUyVLTnxJdUbf32O897dA8LrM_uXFqY5YQ,americas,NA1,CHALLENGER,1308,533,516,50.81,1049
zZSNlUVeBmOFkAIPeLnHXsoJaHFQApbNFbybc7v0EmnHts1jrIVbpK0jcwXlBafJNNaN2Je2tUMikQ,americas,NA1,CHALLENGER,1273,613,538,53.26,1151
cKj2Lk89Ujh5aYM7DxxQTy39pBLk7MKbgFwkeeCvLRldhTLlwwBysqvQqRli4xHLuELIVRRqOyOKKg,americas,NA1,CHALLENGER,1264,572,551,50.93,1123
Oay7Nrz3EgQlSDhWb9F02BjctBSc0xVfqC3WyiMvazWyKFzciAdbF4mlT_-rR-sSWfTW6_gw9e15hA,americas,NA1,CHALLENGER,1258,571,486,54.02,1057
Zqi1gV6ZshbD03n0A2B1vwwwyiLMtOm3C_cVlIZ7suTcaiDxFvC9aIPN5N9vm_I5tT_eAaMsWh5jIw,americas,NA1,CHALLENGER,1220,628,628,50.0,1256
o1EfbkoxO91Huw_g6wPUOzxElH7aEU_yWGpzNcdO5eYZuTRqEiE7mfWfkFm8Tlcr2w8SQ9S1N-qU5A,americas,NA1,CHALLENGER,1208,504,414,54.9,918
YNdcG7X2bkWQkPac73DpQ9nLLvBmGJkeoz8l40js4bUawGhmtiAahJ2IBmOtC3eGSEusw_PxQPQZWA,americas,NA1,CHALLENGER,1196,622,537,53.67,1159
-ox4G731Ao8nyl4EJk-KXC-1B8dRRM19QFsozKfTn0ARDYCxrvLdrwYrzQZR9A7-W21WNIO7okEzhw,americas,NA1,CHALLENGER,1172,608,532,53.33,1140
12F46Dyl62_WlXe0Ly_gGgfc92QDLX28XnKEu9zDUfhOUUmEesfNlwCJZQ-dpurv8Jxr_jbfbTTSfQ,americas,NA1,CHALLENGER,1099,510,434,54.03,944
1w4o49J8VCvAt2NAjH7hI4BPyeCgD8cHV5C15dBPZ1kGklfHvGlUNuyooo-ebyD0OGK5T6MR41alyw,americas,NA1,CHALLENGER,1093,551,520,51.45,1071
Af9roCUma4i58XhdU7uzufRb67zCIPBRI3hJOCzvjF1WqkWy3Tqr_p2AYneVghJJ5UWrhqy7Mf_W3g,americas,NA1,CHALLENGER,1083,607,545,52.69,1152
gQ4r5xkVHvxLF714dbHx9zXsJNKN1rLsCSY_hvX1HrAk9cVyNgpHrsWR_3ZYJOjrn608FnX2q5CPPQ,americas,NA1,CHALLENGER,1059,599,495,54.75,1094
k33c_GqKXLK2c2o591YYjNavPyPPHark2t3JTXwgKUz_KsmvWZECJl9FrGtjnTT5FpCFgfYTK7Qz8Q,americas,NA1,GRANDMASTER,1050,622,564,52.45,1186
f3gQ1p9Y6BkmBcULWKRHJ1MGr8Cb5qrb0qdQGI3JSuS0kg5LyY4shfIUOmIRd9p1OB3PqpaeWV-zAw,americas,NA1,GRANDMASTER,1042,517,476,52.06,993
yoXgwkF7a2UK2NSPH43R18TtfD6wqh5J5XoogkA-Y5acs6HGis6wP2b3XzfuPzpkwAI11v2bZ-bggg,americas,NA1,GRANDMASTER,1035,736,689,51.65,1425
W73cAFs7zlMUiZvSHagoA_7N0Q2o-ikFeisnSzRou8iXBadtHVaQDCucfB5sKX3iEOJhCq-c0gMsFw,americas,NA1,GRANDMASTER,999,547,509,51.8,1056
uubEqMsPNPn8N-x6AN9_uhn3mB96GaG246unYgR6OsdOTTaJjwrAQtN1N61_uMErhquxAafWE-txGg,americas,NA1,GRANDMASTER,970,510,473,51.88,983
atkdSvBeAp9vQlzmHmCeyPO0PE_vL-v_AIN9FNFbcysqlsqYXYqQtqgWp75glY-9MfA-aOYUV4ZbVA,americas,NA1,GRANDMASTER,951,658,616,51.65,1274
7gSJl7oHlSa3_QsowYr__q8Os6_Y3DOJUdAz2mELMPSAFR05IyK4FWUaJoDckevf8AnoLo-8vptklw,americas,NA1,GRANDMASTER,948,601,523,53.47,1124
LMx73MR25q-ijRZ-90TsQHEckeXLiRMDB2DW7QygZbjqVq-T8bDY_vn5AM4N0OhSE80ywuP6E3caKg,americas,NA1,GRANDMASTER,943,626,582,51.82,1208
